VIMSCODE,WorkUp,MODALGRP,PANNUM,SEQNO,SPECIMID,LENGTH (mm TL),LENGTH (mm FL),WEIGHT (kg),EVWGHT (kg),SEX,GONADSTG,MATURITY,GUT_FULL,AGE,CODEAGE,SPCCOMNT,ExpFactWorked,ExpFactMeas,STATION,STATION,SAMPLE_DEPTH (meters),DO (mg/L),Percent Saturation DO,Salinity (PSU),Temperature (0C),ALTSTATN,SEASON,MONTH,YEAR,DATE,TowBegin,TowEnd,DepthBeg (feet),DepthEnd (feet),NMP REGION,DepthStratum,COMPASS,GEAR,NETNUM,ENGRPM_Port,ENGRPM_Stbd,DURATION (min),VSpeedGPS (knots),TowDistTrack (m),NetHeight (m),NetWidth (m),ParCodeNH,ParCodeNW,REGION,LATITUDE_START,LONGITUDE_START,LATITUDE_END,LONGITUDE_END,DOORNUM_Stbd,DOORNUM_Port,CableOut_Stbd (fathom),CableOut_Port (fathom),SCOPE,TOW_DIRECTION_CURRENT,AGENCY_CODE,PROGRAM_CODE,DoorWidth (meters),ParCodeDW,CellSelected,CellFished
7,Full,2,2,4,5,327,319,0.342,,M,B,0,F,1,OT,,1.4,1,NM20070901013,NM20070901013,11.28,6.26,82.9,30.84,20.04,,Fall,October,2007,3-Oct-07,13:19,13:39,30,,4,1,127,453,G01,1260,1230,20,3.05,1880.061,5.67,12.18,NM,NM,6,40.606,-73.38516667,40.60433333,-73.36516667,TS1,TP1,75,75,15,2,VIMS,NM,29.52727273,NM,072-225,072-225
7,Full,2,2,5,6,328,320,0.388,,F,B,1,F,1,OT,,1.4,1,NM20070901013,NM20070901013,11.28,6.26,82.9,30.84,20.04,,Fall,October,2007,3-Oct-07,13:19,13:39,30,,4,1,127,453,G01,1260,1230,20,3.05,1880.061,5.67,12.18,NM,NM,6,40.606,-73.38516667,40.60433333,-73.36516667,TS1,TP1,75,75,15,2,VIMS,NM,29.52727273,NM,072-225,072-225
7,Full,1,2,1,7,181,179,0.058,,F,A,0,F,1,OT,,11.6,4.328,NM20070901013,NM20070901013,11.28,6.26,82.9,30.84,20.04,,Fall,October,2007,3-Oct-07,13:19,13:39,30,,4,1,127,453,G01,1260,1230,20,3.05,1880.061,5.67,12.18,NM,NM,6,40.606,-73.38516667,40.60433333,-73.36516667,TS1,TP1,75,75,15,2,VIMS,NM,29.52727273,NM,072-225,072-225
7,Full,1,2,2,8,198,195,0.072,,F,A,0,F,0.0001,OT,,11.6,4.328,NM20070901013,NM20070901013,11.28,6.26,82.9,30.84,20.04,,Fall,October,2007,3-Oct-07,13:19,13:39,30,,4,1,127,453,G01,1260,1230,20,3.05,1880.061,5.67,12.18,NM,NM,6,40.606,-73.38516667,40.60433333,-73.36516667,TS1,TP1,75,75,15,2,VIMS,NM,29.52727273,NM,072-225,072-225
7,Full,1,2,3,9,160,159,0.038,,M,A,0,F,0.0001,OT,,11.6,4.328,NM20070901013,NM20070901013,11.28,6.26,82.9,30.84,20.04,,Fall,October,2007,3-Oct-07,13:19,13:39,30,,4,1,127,453,G01,1260,1230,20,3.05,1880.061,5.67,12.18,NM,NM,6,40.606,-73.38516667,40.60433333,-73.36516667,TS1,TP1,75,75,15,2,VIMS,NM,29.52727273,NM,072-225,072-225
7,Full,1,2,4,10,172,170,0.054,,F,A,0,F,0.0001,OT,,11.6,4.328,NM20070901013,NM20070901013,11.28,6.26,82.9,30.84,20.04,,Fall,October,2007,3-Oct-07,13:19,13:39,30,,4,1,127,453,G01,1260,1230,20,3.05,1880.061,5.67,12.18,NM,NM,6,40.606,-73.38516667,40.60433333,-73.36516667,TS1,TP1,75,75,15,2,VIMS,NM,29.52727273,NM,072-225,072-225
7,Full,1,2,5,11,167,166,0.044,,M,A,0,F,0.0001,OT,,11.6,4.328,NM20070901013,NM20070901013,11.28,6.26,82.9,30.84,20.04,,Fall,October,2007,3-Oct-07,13:19,13:39,30,,4,1,127,453,G01,1260,1230,20,3.05,1880.061,5.67,12.18,NM,NM,6,40.606,-73.38516667,40.60433333,-73.36516667,TS1,TP1,75,75,15,2,VIMS,NM,29.52727273,NM,072-225,072-225
7,Full,2,2,1,1,339,330,0.412,,M,B,0,F,2,OT,,1,1,NM20070901014,NM20070901014,12.19,5.7,76.7,30.92,20.67,,Fall,October,2007,3-Oct-07,15:44,16:04,33,,4,1,292,453,G01,1230,1240,20,3.16,1951.455,5.5,12.53,NM,NM,6,40.55333333,-73.61166667,40.55466667,-73.633,TS1,TP1,75,75,13.63636364,2,VIMS,NM,30.72043011,NM,081-223,081-223
7,Full,2,2,2,2,325,317,0.326,,F,B,1,F,2,OT,,1,1,NM20070901014,NM20070901014,12.19,5.7,76.7,30.92,20.67,,Fall,October,2007,3-Oct-07,15:44,16:04,33,,4,1,292,453,G01,1230,1240,20,3.16,1951.455,5.5,12.53,NM,NM,6,40.55333333,-73.61166667,40.55466667,-73.633,TS1,TP1,75,75,13.63636364,2,VIMS,NM,30.72043011,NM,081-223,081-223
7,Full,1,2,1,3,193,190,0.068,,F,A,0,F,0.0001,OT,,30.2,3.517,NM20070901014,NM20070901014,12.19,5.7,76.7,30.92,20.67,,Fall,October,2007,3-Oct-07,15:44,16:04,33,,4,1,292,453,G01,1230,1240,20,3.16,1951.455,5.5,12.53,NM,NM,6,40.55333333,-73.61166667,40.55466667,-73.633,TS1,TP1,75,75,13.63636364,2,VIMS,NM,30.72043011,NM,081-223,081-223
7,Full,1,2,2,4,167,166,0.046,,F,A,0,F,0.0001,OT,,30.2,3.517,NM20070901014,NM20070901014,12.19,5.7,76.7,30.92,20.67,,Fall,October,2007,3-Oct-07,15:44,16:04,33,,4,1,292,453,G01,1230,1240,20,3.16,1951.455,5.5,12.53,NM,NM,6,40.55333333,-73.61166667,40.55466667,-73.633,TS1,TP1,75,75,13.63636364,2,VIMS,NM,30.72043011,NM,081-223,081-223
7,Full,1,2,3,5,181,179,0.058,,F,A,0,E,0.0001,OT,,30.2,3.517,NM20070901014,NM20070901014,12.19,5.7,76.7,30.92,20.67,,Fall,October,2007,3-Oct-07,15:44,16:04,33,,4,1,292,453,G01,1230,1240,20,3.16,1951.455,5.5,12.53,NM,NM,6,40.55333333,-73.61166667,40.55466667,-73.633,TS1,TP1,75,75,13.63636364,2,VIMS,NM,30.72043011,NM,081-223,081-223
7,Full,1,2,4,6,148,147,0.034,,F,A,0,F,0.0001,OT,,30.2,3.517,NM20070901014,NM20070901014,12.19,5.7,76.7,30.92,20.67,,Fall,October,2007,3-Oct-07,15:44,16:04,33,,4,1,292,453,G01,1230,1240,20,3.16,1951.455,5.5,12.53,NM,NM,6,40.55333333,-73.61166667,40.55466667,-73.633,TS1,TP1,75,75,13.63636364,2,VIMS,NM,30.72043011,NM,081-223,081-223
7,Full,1,2,5,7,160,159,0.044,,M,A,0,F,1,OT,,30.2,3.517,NM20070901014,NM20070901014,12.19,5.7,76.7,30.92,20.67,,Fall,October,2007,3-Oct-07,15:44,16:04,33,,4,1,292,453,G01,1230,1240,20,3.16,1951.455,5.5,12.53,NM,NM,6,40.55333333,-73.61166667,40.55466667,-73.633,TS1,TP1,75,75,13.63636364,2,VIMS,NM,30.72043011,NM,081-223,081-223
7,Full,1,2,1,1,181,179,0.06,,F,A,0,F,0.0001,OT,,15.4,39.961,NM20070901015,NM20070901015,17.07,5.17,68.8,30.95,18.94,,Fall,October,2007,3-Oct-07,10:28,10:48,44,,4,2,266,453,G01,1170,1170,20,3.42,2113.615,5.28,13.39,NM,NM,6,40.5815,-73.38233333,40.57683333,-73.40466667,TS1,TP1,75,75,10.22727273,4,VIMS,NM,33.54728261,NM,072-224,072-224
7,Full,1,2,2,2,210,207,0.11,,F,B,1,F,0.0001,OT,,15.4,39.961,NM20070901015,NM20070901015,17.07,5.17,68.8,30.95,18.94,,Fall,October,2007,3-Oct-07,10:28,10:48,44,,4,2,266,453,G01,1170,1170,20,3.42,2113.615,5.28,13.39,NM,NM,6,40.5815,-73.38233333,40.57683333,-73.40466667,TS1,TP1,75,75,10.22727273,4,VIMS,NM,33.54728261,NM,072-224,072-224
7,Full,1,2,3,3,180,178,0.062,,F,A,0,F,1,OT,,15.4,39.961,NM20070901015,NM20070901015,17.07,5.17,68.8,30.95,18.94,,Fall,October,2007,3-Oct-07,10:28,10:48,44,,4,2,266,453,G01,1170,1170,20,3.42,2113.615,5.28,13.39,NM,NM,6,40.5815,-73.38233333,40.57683333,-73.40466667,TS1,TP1,75,75,10.22727273,4,VIMS,NM,33.54728261,NM,072-224,072-224
7,Full,1,2,4,4,210,207,0.092,,F,A,0,F,0.0001,OT,,15.4,39.961,NM20070901015,NM20070901015,17.07,5.17,68.8,30.95,18.94,,Fall,October,2007,3-Oct-07,10:28,10:48,44,,4,2,266,453,G01,1170,1170,20,3.42,2113.615,5.28,13.39,NM,NM,6,40.5815,-73.38233333,40.57683333,-73.40466667,TS1,TP1,75,75,10.22727273,4,VIMS,NM,33.54728261,NM,072-224,072-224
7,Full,1,2,5,5,218,214,0.104,,F,A,0,F,0.0001,OT,,15.4,39.961,NM20070901015,NM20070901015,17.07,5.17,68.8,30.95,18.94,,Fall,October,2007,3-Oct-07,10:28,10:48,44,,4,2,266,453,G01,1170,1170,20,3.42,2113.615,5.28,13.39,NM,NM,6,40.5815,-73.38233333,40.57683333,-73.40466667,TS1,TP1,75,75,10.22727273,4,VIMS,NM,33.54728261,NM,072-224,072-224
7,Full,2,2,1,6,530,513,1.314,,M,B,0,F,2,OT,,1,1,NM20070901015,NM20070901015,17.07,5.17,68.8,30.95,18.94,,Fall,October,2007,3-Oct-07,10:28,10:48,44,,4,2,266,453,G01,1170,1170,20,3.42,2113.615,5.28,13.39,NM,NM,6,40.5815,-73.38233333,40.57683333,-73.40466667,TS1,TP1,75,75,10.22727273,4,VIMS,NM,33.54728261,NM,072-224,072-224
7,Full,2,2,2,7,566,548,1.734,,M,B,0,F,2,OT,,1,1,NM20070901015,NM20070901015,17.07,5.17,68.8,30.95,18.94,,Fall,October,2007,3-Oct-07,10:28,10:48,44,,4,2,266,453,G01,1170,1170,20,3.42,2113.615,5.28,13.39,NM,NM,6,40.5815,-73.38233333,40.57683333,-73.40466667,TS1,TP1,75,75,10.22727273,4,VIMS,NM,33.54728261,NM,072-224,072-224
7,Full,2,2,3,8,440,427,0.752,,F,B,1,F,2,OT,,1,1,NM20070901015,NM20070901015,17.07,5.17,68.8,30.95,18.94,,Fall,October,2007,3-Oct-07,10:28,10:48,44,,4,2,266,453,G01,1170,1170,20,3.42,2113.615,5.28,13.39,NM,NM,6,40.5815,-73.38233333,40.57683333,-73.40466667,TS1,TP1,75,75,10.22727273,4,VIMS,NM,33.54728261,NM,072-224,072-224
7,Full,0,2,1,1,215,212,0.104,,M,A,0,F,0.0001,OT,,11,2.309,NM20070901016,NM20070901016,17.37,3.48,45.1,31.04,18.65,,Fall,October,2007,3-Oct-07,11:44,12:04,58,,4,2,258,453,G01,1170,1150,20,3.32,2046.577,5.38,13.7,NM,NM,6,40.552,-73.3935,40.5565,-73.4145,TS1,TP1,75,75,7.75862069,5,VIMS,NM,33.74,NM,073-223,073-223
7,Full,0,2,2,2,214,211,0.094,,F,A,0,F,0.0001,OT,,11,2.309,NM20070901016,NM20070901016,17.37,3.48,45.1,31.04,18.65,,Fall,October,2007,3-Oct-07,11:44,12:04,58,,4,2,258,453,G01,1170,1150,20,3.32,2046.577,5.38,13.7,NM,NM,6,40.552,-73.3935,40.5565,-73.4145,TS1,TP1,75,75,7.75862069,5,VIMS,NM,33.74,NM,073-223,073-223
7,Full,0,2,3,3,193,190,0.068,,M,A,0,F,0.0001,OT,,11,2.309,NM20070901016,NM20070901016,17.37,3.48,45.1,31.04,18.65,,Fall,October,2007,3-Oct-07,11:44,12:04,58,,4,2,258,453,G01,1170,1150,20,3.32,2046.577,5.38,13.7,NM,NM,6,40.552,-73.3935,40.5565,-73.4145,TS1,TP1,75,75,7.75862069,5,VIMS,NM,33.74,NM,073-223,073-223
7,Full,0,2,4,4,220,216,0.09,,M,A,0,F,1,OT,,11,2.309,NM20070901016,NM20070901016,17.37,3.48,45.1,31.04,18.65,,Fall,October,2007,3-Oct-07,11:44,12:04,58,,4,2,258,453,G01,1170,1150,20,3.32,2046.577,5.38,13.7,NM,NM,6,40.552,-73.3935,40.5565,-73.4145,TS1,TP1,75,75,7.75862069,5,VIMS,NM,33.74,NM,073-223,073-223
7,Full,0,2,5,5,195,192,0.072,,F,A,0,F,0.0001,OT,,11,2.309,NM20070901016,NM20070901016,17.37,3.48,45.1,31.04,18.65,,Fall,October,2007,3-Oct-07,11:44,12:04,58,,4,2,258,453,G01,1170,1150,20,3.32,2046.577,5.38,13.7,NM,NM,6,40.552,-73.3935,40.5565,-73.4145,TS1,TP1,75,75,7.75862069,5,VIMS,NM,33.74,NM,073-223,073-223
7,Full,0,7,2,1,181,179,0.066,,M,B,0,F,0.0001,OT,,1,1,NM20070901017,NM20070901017,18.59,5.05,67.5,30.78,18.01,,Fall,October,2007,3-Oct-07,17:24,17:44,50,,4,2,326,453,G01,1240,1230,20,3.11,1921.047,5.35,12.47,NM,NM,6,40.50433333,-73.629,40.51666667,-73.64366667,TS1,TP1,75,75,9,3,VIMS,NM,30.8316092,NM,082-221,082-221
7,Full,0,7,4,2,155,154,0.044,,M,A,0,F,0.0001,OT,,1,1,NM20070901017,NM20070901017,18.59,5.05,67.5,30.78,18.01,,Fall,October,2007,3-Oct-07,17:24,17:44,50,,4,2,326,453,G01,1240,1230,20,3.11,1921.047,5.35,12.47,NM,NM,6,40.50433333,-73.629,40.51666667,-73.64366667,TS1,TP1,75,75,9,3,VIMS,NM,30.8316092,NM,082-221,082-221
7,Full,0,7,6,3,220,216,0.106,,F,A,0,F,0.0001,OT,,1,1,NM20070901017,NM20070901017,18.59,5.05,67.5,30.78,18.01,,Fall,October,2007,3-Oct-07,17:24,17:44,50,,4,2,326,453,G01,1240,1230,20,3.11,1921.047,5.35,12.47,NM,NM,6,40.50433333,-73.629,40.51666667,-73.64366667,TS1,TP1,75,75,9,3,VIMS,NM,30.8316092,NM,082-221,082-221
7,Full,0,22,1,1,188,186,0.062,,M,A,0,F,0.0001,OT,,4.2,11.095,NM20070901021,NM20070901021,15.24,7.05,89.1,30.71,19.59,,Fall,October,2007,4-Oct-07,8:12,8:32,50,,5,2,237,453,G01,1250,1250,20,3.28,2022.167,5.27,13.04,NM,NM,6,40.49833333,-73.8575,40.48516667,-73.871,TS1,TP1,75,75,9,5,VIMS,NM,32.74382022,NM,091-220,091-220
7,Full,0,22,2,2,174,172,0.066,,M,A,0,F,1,OT,,4.2,11.095,NM20070901021,NM20070901021,15.24,7.05,89.1,30.71,19.59,,Fall,October,2007,4-Oct-07,8:12,8:32,50,,5,2,237,453,G01,1250,1250,20,3.28,2022.167,5.27,13.04,NM,NM,6,40.49833333,-73.8575,40.48516667,-73.871,TS1,TP1,75,75,9,5,VIMS,NM,32.74382022,NM,091-220,091-220
7,Full,0,22,4,3,210,207,0.08,,F,A,0,F,1,OT,,4.2,11.095,NM20070901021,NM20070901021,15.24,7.05,89.1,30.71,19.59,,Fall,October,2007,4-Oct-07,8:12,8:32,50,,5,2,237,453,G01,1250,1250,20,3.28,2022.167,5.27,13.04,NM,NM,6,40.49833333,-73.8575,40.48516667,-73.871,TS1,TP1,75,75,9,5,VIMS,NM,32.74382022,NM,091-220,091-220
7,Full,0,22,5,4,186,184,0.074,,F,B,1,F,0.0001,OT,,4.2,11.095,NM20070901021,NM20070901021,15.24,7.05,89.1,30.71,19.59,,Fall,October,2007,4-Oct-07,8:12,8:32,50,,5,2,237,453,G01,1250,1250,20,3.28,2022.167,5.27,13.04,NM,NM,6,40.49833333,-73.8575,40.48516667,-73.871,TS1,TP1,75,75,9,5,VIMS,NM,32.74382022,NM,091-220,091-220
7,Full,0,22,6,5,175,173,0.06,,M,A,0,F,0.0001,OT,,4.2,11.095,NM20070901021,NM20070901021,15.24,7.05,89.1,30.71,19.59,,Fall,October,2007,4-Oct-07,8:12,8:32,50,,5,2,237,453,G01,1250,1250,20,3.28,2022.167,5.27,13.04,NM,NM,6,40.49833333,-73.8575,40.48516667,-73.871,TS1,TP1,75,75,9,5,VIMS,NM,32.74382022,NM,091-220,091-220
7,Full,2,25,1,1,327,319,0.338,,M,A,0,F,1,OT,,6.2,1,NM20070901023,NM20070901023,11.58,5.85,78.5,31.19,20.45,A50,Fall,October,2007,5-Oct-07,6:45,7:05,30,,6,1,202,453,G01,1200,1200,20,3.17,1955.749,5.48,13.15,NM,NM,5,39.79883333,-74.07366667,39.78133333,-74.07566667,TS1,TP1,70,70,14,1,VIMS,NM,32.18351064,NM,100-191,100-192
7,Full,2,25,2,2,263,258,0.178,,F,B,1,F,1,OT,,6.2,1,NM20070901023,NM20070901023,11.58,5.85,78.5,31.19,20.45,A50,Fall,October,2007,5-Oct-07,6:45,7:05,30,,6,1,202,453,G01,1200,1200,20,3.17,1955.749,5.48,13.15,NM,NM,5,39.79883333,-74.07366667,39.78133333,-74.07566667,TS1,TP1,70,70,14,1,VIMS,NM,32.18351064,NM,100-191,100-192
7,Full,2,25,4,3,270,264,0.182,,F,B,1,F,1,OT,,6.2,1,NM20070901023,NM20070901023,11.58,5.85,78.5,31.19,20.45,A50,Fall,October,2007,5-Oct-07,6:45,7:05,30,,6,1,202,453,G01,1200,1200,20,3.17,1955.749,5.48,13.15,NM,NM,5,39.79883333,-74.07366667,39.78133333,-74.07566667,TS1,TP1,70,70,14,1,VIMS,NM,32.18351064,NM,100-191,100-192
7,Full,2,25,5,4,313,305,0.304,,M,A,0,F,2,OT,,6.2,1,NM20070901023,NM20070901023,11.58,5.85,78.5,31.19,20.45,A50,Fall,October,2007,5-Oct-07,6:45,7:05,30,,6,1,202,453,G01,1200,1200,20,3.17,1955.749,5.48,13.15,NM,NM,5,39.79883333,-74.07366667,39.78133333,-74.07566667,TS1,TP1,70,70,14,1,VIMS,NM,32.18351064,NM,100-191,100-192
7,Full,2,25,6,5,294,287,0.238,,M,A,0,F,1,OT,,6.2,1,NM20070901023,NM20070901023,11.58,5.85,78.5,31.19,20.45,A50,Fall,October,2007,5-Oct-07,6:45,7:05,30,,6,1,202,453,G01,1200,1200,20,3.17,1955.749,5.48,13.15,NM,NM,5,39.79883333,-74.07366667,39.78133333,-74.07566667,TS1,TP1,70,70,14,1,VIMS,NM,32.18351064,NM,100-191,100-192
7,Full,1,25,1,6,190,188,0.074,,F,A,0,F,0.0001,OT,,29.2,1,NM20070901023,NM20070901023,11.58,5.85,78.5,31.19,20.45,A50,Fall,October,2007,5-Oct-07,6:45,7:05,30,,6,1,202,453,G01,1200,1200,20,3.17,1955.749,5.48,13.15,NM,NM,5,39.79883333,-74.07366667,39.78133333,-74.07566667,TS1,TP1,70,70,14,1,VIMS,NM,32.18351064,NM,100-191,100-192
7,Full,1,25,2,7,160,159,0.052,,F,A,0,F,0.0001,OT,,29.2,1,NM20070901023,NM20070901023,11.58,5.85,78.5,31.19,20.45,A50,Fall,October,2007,5-Oct-07,6:45,7:05,30,,6,1,202,453,G01,1200,1200,20,3.17,1955.749,5.48,13.15,NM,NM,5,39.79883333,-74.07366667,39.78133333,-74.07566667,TS1,TP1,70,70,14,1,VIMS,NM,32.18351064,NM,100-191,100-192
7,Full,1,25,3,8,157,156,0.038,,M,A,0,F,0.0001,OT,,29.2,1,NM20070901023,NM20070901023,11.58,5.85,78.5,31.19,20.45,A50,Fall,October,2007,5-Oct-07,6:45,7:05,30,,6,1,202,453,G01,1200,1200,20,3.17,1955.749,5.48,13.15,NM,NM,5,39.79883333,-74.07366667,39.78133333,-74.07566667,TS1,TP1,70,70,14,1,VIMS,NM,32.18351064,NM,100-191,100-192
7,Full,1,25,4,9,148,147,0.044,,F,A,0,F,0.0001,OT,,29.2,1,NM20070901023,NM20070901023,11.58,5.85,78.5,31.19,20.45,A50,Fall,October,2007,5-Oct-07,6:45,7:05,30,,6,1,202,453,G01,1200,1200,20,3.17,1955.749,5.48,13.15,NM,NM,5,39.79883333,-74.07366667,39.78133333,-74.07566667,TS1,TP1,70,70,14,1,VIMS,NM,32.18351064,NM,100-191,100-192
